date,description,amount,category
2024-12-17,RITE AID 05188 SAMMAMISH WA,-52.00,
2024-12-17,QFC #5824 ISSAQUAH WA,-36.17,
2024-12-20,PAYMENT THANK YOU,5000.00,
2024-12-20,QFC #5824 ISSAQUAH WA,-28.05,
2024-12-20,MSB ISSAQUAH SCHOOL DI 425-8375060 WA,-103.25,
2024-12-28,COMCAST CABLE COMM 800-COMCAST WA,-45.35,
2025-01-01,SP ANKER US HTTPSUS.ANKER WA,-22.03,
2025-01-01,STARLINK INTERNET 310-6828100 CA,-50.00,
2025-01-01,DELLINO LAW GROUP 206-6596839 WA,-1943.00,
2025-01-05,QFC #5824 ISSAQUAH WA,-95.96,
2025-01-06,TRADER JOE S #160 SAMMAMISH WA,-29.10,
2025-01-07,D J*WSJ 800-568-7625 NJ,-4.41,
2025-01-07,WA PARKSRESERVATIONSWE 738201477http WA,-48.00,
2025-01-08,PAYMENT THANK YOU,5000.00,
2025-01-08,ACT*SEAYMCA-2063825000 206-3825000 WA,-154.00,
2025-01-09,COSTCO WHSE #0110 ISSAQUAH WA,-240.84,
2025-01-09,2451 GREAT CLIPS KLAHA ISSAQUAH WA,-31.00,
2025-01-11,WA PARKSRESERVATIONSWE OLYMPIA WA,24.00,
2025-01-11,SP ANKER US HTTPSUS.ANKER WA,-88.15,
2025-01-11,SHELL OIL10006043011 BELLEVUE WA,-38.95,
2025-01-11,BELLEVUE COLLEGE PARKI BELLEVUE WA,-3.00,
2025-01-12,ASIAN FAMILY MARKET BE BELLEVUE WA,-41.90,
2025-01-14,TRADER JOE S #160 SAMMAMISH WA,-20.04,
2025-01-16,INTEREST CHARGE ON PURCHASES,-172.35,
