date,description,amount,category
2025-03-18,GILTCOM*MMRTOQLRML 800-789-2233 MA,60.62,
2025-03-18,GILTCOM*MMRTOQLRML GILT.COM MA,-60.62,
2025-03-19,GIRL SCOUTS OF THE UNI 855-530-4467 NY,-37.99,
2025-03-20,PAYMENT THANK YOU,1008.34,
2025-03-20,QFC #5824 ISSAQUAH WA,-24.39,
2025-03-22,WSFERRIES-MUKILTEO SEATTLE WA,-11.20,
2025-03-24,COSTCO WHSE #0110 ISSAQUAH WA,-102.03,
2025-03-25,SAMMAMISH PLATEAU WATE 425-392-6256 WA,-151.21,
2025-03-25,TRADER JOE S #160 SAMMAMISH WA,-26.03,
2025-03-28,COMCAST CABLE COMM 800-COMCAST WA,-48.35,
2025-03-28,"Yu Ding, PsyD 4252868200 WA",-800.00,
2025-03-29,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.25,
2025-03-31,WA PARKSRESERVATIONSWE 809216996http WA,-58.00,
2025-04-01,D J*WSJ 800-568-7625 NJ,-4.41,
2025-04-01,COSTCO WHSE #0110 ISSAQUAH WA,-89.93,
2025-04-01,COSTCO GAS #0110 ISSAQUAH WA,-66.66,
2025-04-01,STARLINK INTERNET 310-6828100 CA,-50.00,
2025-04-04,QFC #5824 ISSAQUAH WA,-55.93,
2025-04-05,FANDANGO * FANDANGO.COM CA,-67.95,
2025-04-06,SP OZTENT USA OZTENT.COM UT,-1249.00,
2025-04-07,COSTCO WHSE #0110 ISSAQUAH WA,-48.34,
2025-04-07,COSTCO GAS #0110 ISSAQUAH WA,-65.16,
2025-04-09,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.25,
2025-04-10,WA PARKSRESERVATIONSWE 3748355095htt WA,-68.00,
2025-04-13,CHEVRON 0308073 SAMMAMISH WA,-10.26,
2025-04-14,COSTCO GAS #0110 ISSAQUAH WA,-70.19,
2025-04-14,TRADER JOE S #160 SAMMAMISH WA,-56.08,
