date,description,amount,category
2025-12-17,EASTSIDE EMERGENCY PHY 800-225-0953 WA,-30.86,
2025-12-18,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.50,
2025-12-19,ALP*Taobao Shanghai CN,-23.33,
2025-12-19,ALP*Taobao Shanghai CN,-5.89,
2025-12-19,ALP*Taobao Shanghai CN,-14.19,
2025-12-19,ALP*Taobao Shanghai CN,-9.26,
2025-12-19,ALP*Taobao Shanghai CN,-30.43,
2025-12-20,ALP*Taobao Shanghai CN,-11.49,
2025-12-21,ALP*Taobao Shanghai CN,-1.60,
2025-12-21,ALP*Taobao Shanghai CN,-2.98,
2025-12-22,ALP*shanghaijituxinxi shanghaishi CN,-2.77,
2025-12-22,ALP*shanghaixiechenggu Shanghai CN,-33.36,
2025-12-22,ALP*Taobao Shanghai CN,-70.08,
2025-12-23,LINGOACE COURSE WWW.LINGOACE. CA,-3087.94,
2025-12-23,ALP*Taobao Shanghai CN,-15.47,
2025-12-24,"Yu Ding, PsyD 4252868200 WA",-400.00,
2025-12-25,ALP*Taobao Shanghai CN,-25.50,
2025-12-25,SAMMAMISH PLATEAU WATE 425-392-6256 WA,-149.58,
2025-12-27,ALP*Taobao Shanghai CN,-26.52,
2025-12-28,ALP*Taobao Shanghai CN,-60.70,
2025-12-28,ALP*Taobao Shanghai CN,-4.99,
2025-12-28,ALP*Taobao Shanghai CN,-19.41,
2025-12-28,ALP*Taobao Shanghai CN,-49.06,
2025-12-30,ALP*Taobao Shanghai CN,-2.68,
2025-12-30,ALP*Taobao Shanghai CN,-2.41,
2025-12-30,ALP*Taobao Shanghai CN,-2.54,
2025-12-30,ALP*Taobao Shanghai CN,-2.81,
2025-12-30,ALP*Taobao Shanghai CN,-161.48,
2025-12-30,ALP*Taobao Shanghai CN,-0.86,
2025-12-31,STARLINK INTERNET 310-6828100 CA,-50.00,
2026-01-01,Amazon web services aws.amazon.co WA,-2.23,
2026-01-02,ALP*Taobao Shanghai CN,-7.71,
2026-01-04,SPOTHERO 844-356-8054 SPOTHERO.COM IL,-10.99,
2026-01-06,ALP*Taobao Shanghai CN,-8.58,
2026-01-06,ALP*Taobao Shanghai CN,-12.87,
2026-01-06,ALP*Taobao Shanghai CN,-11.33,
2026-01-06,ALP*Taobao Shanghai CN,-2.42,
2026-01-06,ALP*Taobao Shanghai CN,-8.45,
2026-01-07,MED*SEATTLE CHILDRENS 206-987-5770 WA,-12.47,
2026-01-08,PAYMENT THANK YOU,1951.57,
2026-01-12,ISSAQUAH SD 425-8377000 WA,-28.50,
2026-01-12,ISSAQUAH SD 425-8377000 WA,-28.50,
2026-01-13,WWW.PROVID* PROVIDENCE PROVIDENCE.OR WA,-19.27,
2026-01-13,BACKBLAZE INC BACKBLAZE.COM CA,-3.77,
2026-01-14,CHESS4LIFE CHESS4LIFE.CO WA,-150.00,
2026-01-14,CHESS4LIFE CHESS4LIFE.CO WA,-550.00,
2026-01-14,SQSP* DOMAIN#217953422 SQUARESPACE.C NY,-12.00,
2026-01-14,6CRIC*BLAZE ROBOTICS A 6CRICKETS.COM WA,-743.85,
2026-01-15,Garmin 800-5112459 ME,-16.53,
