date,description,amount,category
2023-09-18,NEW VISION EYECARE SAMMAMISH WA,-490.00,
2023-09-18,QFC #5824 ISSAQUAH WA,-57.88,
2023-09-18,REPUBLIC SERVICES TRAS 866-576-5548 AZ,-163.39,
2023-09-19,PCC - BELLEVUE BELLEVUE WA,-63.82,
2023-09-19,Hulu 877-8244858 CA HULU.COM/BILL CA,-16.50,
2023-09-19,REI #20 BELLEVUE BELLEVUE WA,-181.67,
2023-09-20,Google Domains 650-2530000 CA,-13.04,
2023-09-21,PCC - BELLEVUE BELLEVUE WA,-33.99,
2023-09-21,REI.COM 800-426-4840 800-426-4840 WA,-181.67,
2023-09-21,TRADER JOE S #160 SAMMAMISH WA,-63.47,
2023-09-23,MICHAELS STORES 2038 ISSAQUAH WA,-41.78,
2023-09-23,QFC #5824 ISSAQUAH WA,-31.17,
2023-09-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.94,
2023-09-23,PCC - ISSAQUAH ISSAQUAH WA,-153.26,
2023-09-24,SCHROLE OSBORNE PARK AU,-75.00,
2023-09-24,QFC #5824 ISSAQUAH WA,-15.97,
2023-09-24,CHEVRON 0096391 MONROE WA,-2.99,
2023-09-25,Peacock E8B84 Premium 212-6640138 NY,-6.59,
2023-09-25,COMCAST CABLE COMM 800-COMCAST WA,-277.47,
2023-09-25,ASIAN FAMILY MARKET BE BELLEVUE WA,-110.44,
2023-09-26,PCC - BELLEVUE BELLEVUE WA,-32.48,
2023-09-26,MED*SEATTLE CHILDRENS 206-987-5770 WA,-76.13,
2023-09-27,GRUBHUBTHEHABITBURGER GRUBHUB.COM NY,-48.78,
2023-09-27,PCC - BELLEVUE BELLEVUE WA,-71.87,
2023-09-27,CHEVRON 0204893 SAMMAMISH WA,-71.65,
2023-09-27,SHELL OIL 57444027502 BELLEVUE WA,-60.05,
2023-09-27,TRADER JOE S #160 SAMMAMISH WA,-10.91,
2023-09-28,IC* INSTACART 888-246-7822 CA,-277.32,
2023-09-28,ZOOM.US 888-799-9666 WWW.ZOOM.US CA,-17.61,
2023-09-29,GOOGLE *Google Storage 855-836-3987 CA,-8.70,
2023-09-29,SUNBURST PSYCHOLOGY HTTPSWWW.YUXI WA,-265.00,
2023-09-29,SEAYMCA CAMP 206382500 206-3825009 WA,-664.50,
2023-09-30,SQ *VICTORIA GARCIA gosq.com WA,-490.87,
2023-09-30,RITE AID 05188 SAMMAMISH WA,-25.02,
2023-09-30,KQED Public Media 415-5532150 CA,-5.00,
2023-09-30,REI.COM 800-426-4840 800-426-4840 WA,-34.64,
2023-09-30,SP SHOPIFY STRIPE M SLASHDEVSLASH CA,-30.83,
2023-10-01,QFC #5824 ISSAQUAH WA,-43.97,
2023-10-01,Etsy.com - Multiple Sh 718-8557955 NY,-193.55,
2023-10-02,QFC #5824 ISSAQUAH WA,-50.98,
2023-10-02,GRUBHUBJUSTPOKEISSAQU GRUBHUB.COM NY,-61.04,
2023-10-03,PCC - BELLEVUE BELLEVUE WA,-64.95,
2023-10-04,GRUBHUBMASAMEXICANKIT GRUBHUB.COM NY,-45.35,
2023-10-05,SP OTD ADVEKID OAKIWEAR.MYSH WA,-159.96,
2023-10-05,BALANCE PHYSICAL THERA ISSAQUAH WA,-60.00,
2023-10-05,QFC #5824 ISSAQUAH WA,-20.19,
2023-10-05,WWW.SAMHARRIS.ORG HTTPSWWW.SAMH CA,-7.99,
2023-10-05,QFC #5824 ISSAQUAH WA,-50.24,
2023-10-06,GRUBHUBCHIPOTLE GRUBHUB.COM NY,-25.92,
2023-10-06,76 - LAKE SAMMAMISH GA ISSAQUAH WA,-77.01,
2023-10-07,SQ *ALFARID LLC Sammamish WA,-82.58,
2023-10-08,WSJ/BARRONS SUBSCRIPTI 800-568-7625 NJ,-2.20,
2023-10-08,NYTimes*NYTimes disc 800-698-4637 NY,-18.39,
2023-10-09,IC* INSTACART 888-246-7822 CA,-144.24,
2023-10-10,PAYMENT THANK YOU,9609.07,
2023-10-10,RITE AID 05188 SAMMAMISH WA,-9.00,
2023-10-10,QFC #5824 ISSAQUAH WA,-26.86,
2023-10-10,STATE FARM INSURANCE 800-956-6310 IL,-90.00,
2023-10-10,CHATGPT SUBSCRIPTION HTTPSOPENAI.C CA,-22.02,
2023-10-11,TEACHERSPAYTEACHERS.CO 646-588-0910 NY,-6.06,
2023-10-11,ARCADIA HTTPSWWW.ARCA DC,-119.22,
2023-10-11,TRADER JOE S #160 SAMMAMISH WA,-30.38,
2023-10-13,BACKBLAZE.COM HTTPSWWW.BACK CA,-3.24,
2023-10-14,GRUBHUBMASAMEXICANKIT GRUBHUB.COM NY,-57.90,
2023-10-14,PAY* PROVIDENCE.ORG HTTPSWWW.CEDA NY,-9.15,
2023-10-14,QFC #5824 ISSAQUAH WA,-104.54,
2023-10-14,LEETCODE.COM HTTPSLEETCODE CA,-35.00,
2023-10-14,NYTimes*NYTimes 800-698-4637 NY,-20.00,
2023-10-15,GRUBHUBTHEHABITBURGER GRUBHUB.COM NY,-33.95,
2023-10-15,ARCO#82880TANG & CHENG ISSAQUAH WA,-49.20,
2023-10-15,MICHAELS STORES 2038 ISSAQUAH WA,-102.35,
2023-10-15,K N M BUSINESS SYSTEM SAMMAMISH WA,-2.10,
2023-10-15,Disney Plus 888-9057888 CA,-15.40,
2023-10-15,TRADER JOE S #160 SAMMAMISH WA,-14.08,
2023-10-16,YU DING PLLC 425-2693277 WA,-100.92,
2023-10-17,Garmin 800-5112459 KS,-16.46,
