date,description,amount,category
2025-05-19,QFC #5824 ISSAQUAH WA,-35.76,
2025-05-20,LEETCODE.COM LEETCODE.COM CA,-35.00,
2025-05-20,CTLP*Emerald City Gymn REDMOND WA,-4.00,
2025-05-20,TURTLE ROCK RV RESORT 541-2479203 OR,-12.00,
2025-05-20,OR STATE PARKS 800-5516949 OR,-88.00,
2025-05-21,QFC #5824 ISSAQUAH WA,-22.95,
2025-05-21,OR STATE PARKS 800-5516949 OR,-60.00,
2025-05-22,BARBUR WORLD FOODS PORTLAND OR,-33.94,
2025-05-22,76 - BUY2 010 FLORENCE OR,-30.00,
2025-05-22,76 - CF UNITED APRO LL FIFE WA,-55.82,
2025-05-23,CHEVRON 0380917 BANDON OR,-38.19,
2025-05-23,TURTLE ROCK RV RESORT 541-2479203 OR,-15.36,
2025-05-24,Subway 14078 Bandon OR,-16.45,
2025-05-24,#8041 HASCO STATIONS L PORT ORFORD OR,-2.89,
2025-05-24,REI.COM 800-426-4840 800-426-4840 WA,-695.36,
2025-05-24,REI.COM 800-426-4840 800-426-4840 WA,-704.38,
2025-05-25,SAMMAMISH PLATEAU WATE 425-392-6256 WA,-151.14,
2025-05-25,76 - RONS OIL CO 1 BANDON OR,-32.02,
2025-05-25,ARCO#07103ARCO #07103 CENTRALIA WA,-57.20,
2025-05-26,QFC #5824 ISSAQUAH WA,-43.69,
2025-05-26,VIRGINIA MASON MEDICAL 206-2236601 WA,-18.96,
2025-05-26,VIRGINIA MASON MEDICAL 206-2236601 WA,-297.98,
2025-05-27,D J*WSJ 800-568-7625 NJ,-4.41,
2025-05-27,ACURA OF BELLEVUE BELLEVUE WA,-181.62,
2025-05-28,COMCAST / XFINITY 800-COMCAST WA,-48.35,
2025-05-28,REI.COM 800-426-4840 800-426-4840 WA,-70.48,
2025-05-29,TRADER JOE S #160 SAMMAMISH WA,-68.55,
2025-05-30,THE GARAGE MASSAGE IS ISSAQUAH WA,-693.00,
2025-05-31,BARTELL DRUG 06929 SAMMAMISH WA,-9.14,
2025-05-31,GDIT FAA 34FCLKW FAADRONEZONE- VA,-5.00,
2025-05-31,TRADER JOE S #160 SAMMAMISH WA,-30.60,
2025-06-01,SQ *BUBBLE PLANET: AN Bellevue WA,-4.40,
2025-06-01,FEVERUP* BUBBLE PLANET FEVERUP.COM NY,-105.70,
2025-06-01,STARLINK INTERNET 310-6828100 CA,-50.00,
2025-06-01,SQ *BUBBLE PLANET: AN Seattle WA,-10.00,
2025-06-02,ASIAN FAMILY MARKET BE BELLEVUE WA,-107.70,
2025-06-03,76 - SAMMAMISH HIGHLAN SAMMAMISH WA,-82.15,
2025-06-03,CTLP*Emerald City Gymn REDMOND WA,-2.00,
2025-06-04,QFC #5824 ISSAQUAH WA,-30.41,
2025-06-06,AMANDA PARK TRADING PO AMANDA PARK WA,-41.57,
2025-06-08,AMANDA PARK TRADING PO AMANDA PARK WA,-53.16,
2025-06-09,COSTCO WHSE #0110 ISSAQUAH WA,-241.05,
2025-06-10,ISSAQUAH SCHOOL DIST 4 425-837-7000 WA,-22.00,
2025-06-10,USPS.COM POSTAL STORE 800-782-6724 MO,-31.05,
2025-06-11,QFC #5824 ISSAQUAH WA,-38.64,
2025-06-13,REG ISSAQUAH 12 1942 ISSAQUAH WA,-35.67,
2025-06-13,CURRY AND WILLIAMS PLL 253-8332044 WA,-1000.00,
2025-06-13,2451 GREAT CLIPS KLAHA ISSAQUAH WA,-31.00,
2025-06-14,QFC #5824 ISSAQUAH WA,-52.51,
2025-06-14,76 - DURGA INC TACOMA WA,-76.43,
2025-06-14,MOD PIZZA SAMMAMISH SAMMAMISH WA,-23.48,
2025-06-14,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.25,
