date,description,amount,category
2024-02-16,FIV*GLAMOURLASHNAILSPA ISSAQUAH WA,-56.25,
2024-02-16,PCC - BELLEVUE BELLEVUE WA,-92.32,
2024-02-16,PALMERS EAST REDMOND WA,-7.16,
2024-02-16,SHELL OIL 57444029607 ISSAQUAH WA,-49.70,
2024-02-17,CHEVRON 0204893 SAMMAMISH WA,-53.78,
2024-02-17,Google Domains 650-2530000 CA,-13.04,
2024-02-17,Garmin 800-5112459 KS,-16.46,
2024-02-17,NBX*ZCO 5037280654 Clatskanie OR,-280.00,
2024-02-17,BCY*BACKCOUNTRY.COM 800-409-4502 UT,-88.63,
2024-02-17,VITAL TEA LEAF SEATTLE 120-644-1747 WA,-24.23,
2024-02-17,ACT*SEAYMCA-2063825000 206-3825000 WA,-154.00,
2024-02-18,WALGREENS #7782 FERNDALE WA,-26.73,
2024-02-18,JUMPINSWIMACADEMY.COM WWW.JUMPINSWI WA,-1200.00,
2024-02-18,STARBUCKS STORE 09378 BELLINGHAM WA,-11.52,
2024-02-18,TRADER JOE S #160 SAMMAMISH WA,-42.35,
2024-02-19,QFC #5824 ISSAQUAH WA,-31.43,
2024-02-19,Hulu 877-8244858 CA HULU.COM/BILL CA,-19.81,
2024-02-19,METROPOLITAN MARKET SAMMAMISH WA,-59.93,
2024-02-19,SHELL OIL10005548010 MARYSVILLE WA,-40.44,
2024-02-20,GRUBHUB* TASTEOFINDIA GRUBHUB.COM IL,-50.46,
2024-02-20,STARBUCKS STORE 00369 REDMOND WA,-8.50,
2024-02-20,TRADER JOE S #131 BELLEVUE WA,-95.65,
2024-02-21,RITE AID 05188 SAMMAMISH WA,-86.00,
2024-02-21,PP*LARISSA SOFIA SALON ISSAQUAH WA,-55.00,
2024-02-21,Gene Juarez Redmond Redmond WA,-117.00,
2024-02-22,Google Domains 650-2530000 CA,-13.04,
2024-02-22,ASIAN FAMILY MARKET BE BELLEVUE WA,-50.83,
2024-02-22,STARBUCKS STORE 03309 BELLEVUE WA,-4.80,
2024-02-23,IC* INSTACART 888-246-7822 CA,-122.79,
2024-02-23,FIRST & UNION KITCHEN SNOHOMISH WA,-4.00,
2024-02-23,TODO MEXICO SNOHOMISH WA,-40.76,
2024-02-23,CHEVRON 0308073 SAMMAMISH WA,-66.78,
2024-02-23,BALANCE PHYSICAL THERA ISSAQUAH WA,-95.00,
2024-02-23,APPLE.COM/BILL 866-712-7753 CA,-14.30,
2024-02-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.94,
2024-02-23,HUAXI RICE RAMEN 120-63107505 WA,-15.40,
2024-02-23,BURGER KING #2411 OAK HARBOR WA,-28.08,
2024-02-23,STARBUCKS STORE 03322 ISSAQUAH WA,-5.03,
2024-02-23,STARBUCKS STORE 03309 BELLEVUE WA,-3.80,
2024-02-23,SHELL OIL 57444027502 BELLEVUE WA,-34.74,
2024-02-23,STAR CENTER ANTIQUE MA SNOHOMISH WA,-32.79,
2024-02-24,SEATTLE CENTRAL COMMUN SEATTLE WA,-15.00,
2024-02-24,WALGREENS #11214 OAK HARBOR WA,-11.24,
2024-02-24,FRONTLINE FOOD SERVIC COUPEVILLE WA,-2.40,
2024-02-24,FRONTLINE FOOD SERVIC COUPEVILLE WA,-2.40,
2024-02-24,ERIN D THERAPY ERINDTHERAPY. WA,-180.00,
2024-02-24,THE TIN TABLE SEATTLE WA,-20.00,
2024-02-25,COMCAST CABLE COMM 800-COMCAST WA,-270.93,
2024-02-25,D J*WALL-ST-JOURNAL 800-568-7625 NJ,-2.20,
2024-02-25,QFC #5824 ISSAQUAH WA,-91.40,
2024-02-25,CHEVRON 0308073 SAMMAMISH WA,-68.88,
2024-02-25,Peacock D0601 Premium 212-6640138 NY,-6.59,
2024-02-25,NYTimes*NYTimes 800-698-4637 NY,-25.54,
2024-02-25,STARBUCKS STORE 00325 SAMMAMISH WA,-8.50,
2024-02-26,PAYMENT THANK YOU,17751.30,
2024-02-26,AIRBNB HMMBEXXPHB AIRBNB.COM CA,-3222.02,
2024-02-27,APPLE.COM/BILL 866-712-7753 CA,-1.99,
2024-02-28,ZOOM.US 888-799-9666 WWW.ZOOM.US CA,-17.61,
2024-02-28,SHOPIFY* 219242062 HTTPSSHOPIFY. IL,-42.94,
2024-02-29,PAYMENT THANK YOU,4283.52,
2024-03-02,NYTimes*NYTimes 800-698-4637 NY,-20.00,
2024-03-03,APPLE.COM/BILL 866-712-7753 CA,-17.60,
2024-03-03,SPOTIFY 877-778-1161 NY,-12.10,
2024-03-05,WWW.SAMHARRIS.ORG HTTPSWWW.SAMH CA,-7.99,
2024-03-06,Express Scripts Phrmcy 877-5034073 MO,-2.90,
2024-03-07,APPLE.COM/BILL 866-712-7753 CA,-20.90,
2024-03-07,KQED Public Media 415-5532150 CA,-5.00,
2024-03-08,APPLE.COM/BILL 866-712-7753 CA,-2.99,
2024-03-09,APPLE.COM/BILL 866-712-7753 CA,-60.54,
2024-03-09,AIRBNB HMDJ4QTFKJ AIRBNB.COM CA,-380.43,
2024-03-09,ERIN D THERAPY ERINDTHERAPY. WA,-180.00,
2024-03-15,Disney Plus 888-9057888 CA,-15.40,
2024-03-17,ACT*SEAYMCA-2063825000 206-3825000 WA,-154.00,
2024-03-18,PROV CR AIRBNB HMDJ4QTFKJ AIRBNB.CO,380.43,
2024-03-18,REV PROV CR AIRBNB,-380.43,
