date,description,amount,category
2024-01-17,ACT*SEAYMCA-2063825000 206-3825000 WA,-154.00,
2024-01-18,QFC #5824 ISSAQUAH WA,-26.18,
2024-01-18,IC* INSTACART 888-246-7822 CA,-175.15,
2024-01-19,"THE SAPPHIRE NETWORK, 206-451-7398 WA",-120.00,
2024-01-19,BALANCE PHYSICAL THERA ISSAQUAH WA,-95.00,
2024-01-19,Hulu 877-8244858 CA HULU.COM/BILL CA,-19.81,
2024-01-19,NOBLE PLUMBING LLC 215-5890922 WA,-660.60,
2024-01-20,ERIN D THERAPY ERINDTHERAPY. WA,-175.00,
2024-01-20,TRADER JOE S #160 SAMMAMISH WA,-24.33,
2024-01-20,MIDAS ISSAQUAH ISSAQUAH WA,-1290.59,
2024-01-21,IC* INSTACART 888-246-7822 CA,-138.30,
2024-01-21,IC* INSTACART 888-246-7822 CA,-5.00,
2024-01-22,SEAYMCA CAMP 206382500 206-3825009 WA,-200.00,
2024-01-23,YU DING PLLC 425-2693277 WA,-353.20,
2024-01-23,ARCTERYX Equipment North Vancouv BC,-19.82,
2024-01-23,Columbia Sportswear US 800-6226953 OR,-59.44,
2024-01-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.94,
2024-01-23,NOBLE PLUMBING LLC 215-5890922 WA,-605.55,
2024-01-25,COMCAST CABLE COMM 800-COMCAST WA,-270.94,
2024-01-25,Peacock 1DFCC Premium 212-6640138 NY,-6.59,
2024-01-25,BALANCE PHYSICAL THERA ISSAQUAH WA,-95.00,
2024-01-25,QFC #5824 ISSAQUAH WA,-53.66,
2024-01-26,IC* INSTACART 888-246-7822 CA,-162.00,
2024-01-26,IC* INSTACART 888-246-7822 CA,-10.69,
2024-01-26,RITE AID 05188 SAMMAMISH WA,-15.00,
2024-01-26,HABIT BURGER GRILL 502 ISSAQUAH WA,-22.65,
2024-01-27,PREMIUM PARKING HTTPSWWW.PREM LA,-17.92,
2024-01-27,PAY* PROVIDENCE.ORG HTTPSWWW.CEDA NY,-317.65,
2024-01-27,INTENSION DESIGN INTENSIONDESI CA,-349.99,
2024-01-27,ERIN D THERAPY ERINDTHERAPY. WA,-175.00,
2024-01-27,ANIMYNATION SEATTLE WA,-33.65,
2024-01-27,ULTA #1293 BELLINGHAM WA,-85.95,
2024-01-27,TARGET 00003483 BELLINGHAM WA,-54.48,
2024-01-28,D J*WALL-ST-JOURNAL 800-568-7625 NJ,-2.20,
2024-01-28,QFC #5824 ISSAQUAH WA,-22.09,
2024-01-28,SQ *FUNTASTIC PLAYTORI Bellevue WA,-30.81,
2024-01-28,ZOOM.US 888-799-9666 WWW.ZOOM.US CA,-17.61,
2024-01-28,NYTimes*NYTimes 800-698-4637 NY,-25.54,
2024-01-29,RITE AID 05188 SAMMAMISH WA,-88.00,
2024-01-29,PETCO.COM 6989 858-453-7845 CA,-83.35,
2024-01-29,SHOPIFY* 214855544 HTTPSSHOPIFY. IL,-1.11,
2024-01-30,Google Domains 650-2530000 CA,-13.04,
2024-01-30,BALANCE PHYSICAL THERA ISSAQUAH WA,-95.00,
2024-01-31,IC* INSTACART 888-246-7822 CA,-259.01,
2024-01-31,KQED Public Media 415-5532150 CA,-5.00,
2024-01-31,ERIN D THERAPY ERINDTHERAPY. WA,-175.00,
2024-02-01,THE MUSEUM OF FLIGHT M TUKWILA WA,-37.32,
2024-02-01,SQ *JUST POKE SAMMAMIS Sammamish WA,-22.45,
2024-02-01,RITE AID 05188 SAMMAMISH WA,-22.01,
2024-02-01,CITY OF ISSAQUAH WASHI ISSAQUAH WA,-32.50,
2024-02-02,Seattle Symphony Seattle WA,-97.80,
2024-02-02,RITE AID HDQRTRS PAYN ETTERS PA,-13.97,
2024-02-02,QFC #5824 ISSAQUAH WA,-25.14,
2024-02-02,SHELL OIL 57444035406 SAMMAMISH WA,-71.04,
2024-02-02,TRADER JOE S #160 SAMMAMISH WA,-37.02,
2024-02-03,SEATTLE BEST TEA SEATTLE WA,-10.01,
2024-02-03,VITAL T LEAF DESSERT L SEATTLE WA,-30.72,
2024-02-03,SPOTIFY 877-778-1161 NY,-12.10,
2024-02-03,NYTimes*NYTimes 800-698-4637 NY,-20.00,
2024-02-03,THE TIN TABLE SEATTLE WA,-20.00,
2024-02-03,METROPOLITAN MARKET SAMMAMISH WA,-134.48,
2024-02-03,HABIT BURGER GRILL 502 ISSAQUAH WA,-30.79,
2024-02-04,APPLE.COM/BILL 866-712-7753 CA,-17.60,
2024-02-04,APPLE.COM/BILL 866-712-7753 CA,-14.30,
2024-02-04,TEMU.COM 130-248-0611 MA,-96.24,
2024-02-05,WEYCO GRP SHOES ONLINE 414-9081600 WI,-91.78,
2024-02-05,WWW.SAMHARRIS.ORG HTTPSWWW.SAMH CA,-7.99,
2024-02-06,REI.COM 800-426-4840 800-426-4840 WA,-43.98,
2024-02-06,RADIA INC PS 888-9278023 WA,-10.71,
2024-02-06,PCC - BELLEVUE BELLEVUE WA,-57.51,
2024-02-06,Express Scripts Phrmcy 877-5034073 MO,-2.91,
2024-02-07,ASIAN FAMILY MARKET BE BELLEVUE WA,-90.91,
2024-02-07,QFC #5824 ISSAQUAH WA,-30.42,
2024-02-07,KIDSQUEST MUSEUM HTTPSWWW.KIDS WA,-21.00,
2024-02-08,PAYMENT THANK YOU,6633.87,
2024-02-08,TEACHERSPAYTEACHERS.CO 646-588-0910 NY,-1.11,
2024-02-08,STATE FARM INSURANCE 800-956-6310 IL,-90.00,
2024-02-08,APPLE.COM/BILL 866-712-7753 CA,-2.99,
2024-02-08,APPLE.COM/BILL 866-712-7753 CA,-0.99,
2024-02-08,ARAMARK RESERVATIONS W QUINAULT WA,-283.37,
2024-02-09,Subway 23793 Sammamish WA,-16.40,
2024-02-09,AIRBNB HMDJ4QTFKJ AIRBNB.COM CA,-2680.00,
2024-02-09,AIRBNB HM5QFYCTKH AIRBNB.COM CA,-2462.74,
2024-02-09,BALANCE PHYSICAL THERA ISSAQUAH WA,-95.00,
2024-02-09,CHEVRON 0308073 SAMMAMISH WA,-65.42,
2024-02-09,STARBUCKS STORE 03222 REDMOND WA,-4.80,
2024-02-09,STARBUCKS STORE 03222 REDMOND WA,-4.80,
2024-02-10,APPLE.COM/BILL 866-712-7753 CA,0.99,
2024-02-10,REGAL CINEMAS INC 8778355734 TN,-21.58,
2024-02-10,SAMMAMISH CAFE SAMMAMISH WA,-48.51,
2024-02-10,GRUBHUB* MODPIZZASAMMA GRUBHUB.COM IL,-33.96,
2024-02-11,ASIAN FAMILY MARKET BE BELLEVUE WA,-85.17,
2024-02-11,SQ *JUST POKE SAMMAMIS Sammamish WA,-19.80,
2024-02-11,SP SHOPBELKAZAN SHOPBELKAZAN. CA,-169.95,
2024-02-11,TST* CITIZEN COLLECTIV Seatte WA,-46.89,
2024-02-12,JIMMY JOHNS - 2406 BELLEVUE WA,-32.33,
2024-02-12,RITE AID HDQRTRS PAYN ETTERS PA,-17.28,
2024-02-12,QFC #5824 ISSAQUAH WA,-65.95,
2024-02-12,SPOONFUL OF COMFORT LL 877-404-7678 UT,-109.08,
2024-02-12,AIRBNB HMDJ4QTFKJ AIRBNB.COM CA,-7.00,
2024-02-13,YU DING PLLC 425-2693277 WA,-336.38,
2024-02-13,BACKBLAZE.COM HTTPSWWW.BACK CA,-3.77,
2024-02-14,CAMPNAB SUBSCRIPTION VANCOUVER BC,-10.00,
2024-02-14,RITE AID 05188 SAMMAMISH WA,-32.00,
2024-02-14,PCC - BELLEVUE BELLEVUE WA,-21.97,
2024-02-15,RECREATION.GOV 877-444-6777 NM,-6.00,
2024-02-15,Disney Plus 888-9057888 CA,-15.40,
2024-02-15,IC* INSTACART 888-246-7822 CA,-290.00,
2024-02-15,IC* INSTACART 888-246-7822 CA,-3.85,
2024-02-16,IC* INSTACART 888-246-7822 CA,-76.21,
