date,description,amount,category
2025-11-20,LEETCODE.COM LEETCODE.COM CA,-35.00,
2025-11-20,PCF Construction Group 120-6650062 WA,-258.10,
2025-11-23,WSDOT-GOODTOGO ONLINE RENTON WA,-16.53,
2025-11-24,SP PAKAPERU PAKAAPPAREL.C VA,-60.40,
2025-11-24,ISSAQUAH SP. ED. PTSA GIVEBACKS.COM WA,-25.00,
2025-11-25,SAMMAMISH PLATEAU WATE 425-392-6256 WA,-151.12,
2025-11-30,STARLINK INTERNET 310-6828100 CA,-50.00,
2025-12-01,"Yu Ding, PsyD 4252868200 WA",-600.00,
2025-12-02,Amazon web services aws.amazon.co WA,-2.23,
2025-12-03,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.50,
2025-12-04,PCF Construction Group 120-6650062 WA,-513.30,
2025-12-06,RADIA INC PS 888-9278023 WA,-6.69,
2025-12-08,PAYMENT THANK YOU,2856.09,
2025-12-09,D J*WSJ 800-568-7625 NJ,-4.41,
2025-12-10,MED*SEATTLE CHILDRENS 206-987-5770 WA,-75.00,
2025-12-11,BRIGHT HORIZONS BACKUP 877-242-2737 MA,-30.00,
2025-12-13,BACKBLAZE INC BACKBLAZE.COM CA,-3.77,
2025-12-15,Garmin 800-5112459 ME,-16.52,
