date,description,amount,category
2023-04-17,STARBUCKS STORE 03322 ISSAQUAH WA,-14.43,
2023-04-18,QFC #5824 ISSAQUAH WA,-7.04,
2023-04-18,QFC #5824 ISSAQUAH WA,-53.24,
2023-04-19,THE GARAGE MASSAGE IS 425-9986542 WA,-10.00,
2023-04-20,GOOGLE *Domains g.co/helppay# CA,-65.22,
2023-04-20,METROPOLITAN MARKET SAMMAMISH WA,-58.20,
2023-04-21,REI #116 ISSAQUAH ISSAQUAH WA,739.98,
2023-04-21,PILATES STUDIO 11 WWW.PILATESTU WA,-11.01,
2023-04-21,REI #116 ISSAQUAH ISSAQUAH WA,-704.52,
2023-04-21,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-61.95,
2023-04-22,QFC #5840 SAMMAMISH WA,-33.00,
2023-04-22,ASIAN FAMILY MARKET BE BELLEVUE WA,-53.02,
2023-04-22,REI.COM 800-426-4840 800-426-4840 WA,-739.98,
2023-04-23,TRADER JOE S #160 SAMMAMISH WA,-57.08,
2023-04-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.93,
2023-04-23,NYTimes*NYTimes disc 800-698-4637 NY,-18.39,
2023-04-24,QFC #5821 ISSAQUAH WA,-99.83,
2023-04-24,SMALL THREADS FOR KIDS ISSAQUAH WA,-78.13,
2023-04-24,STARBUCKS STORE 03322 ISSAQUAH WA,-5.29,
2023-04-25,Peacock D47A4 Premium 212-6640138 NY,-5.49,
2023-04-25,COMCAST CABLE COMM 800-COMCAST WA,-183.94,
2023-04-25,RITE AID 05188 SAMMAMISH WA,-38.83,
2023-04-25,THE HOME DEPOT #4704 ISSAQUAH WA,-70.22,
2023-04-26,CHIPOTLE 3490 BELLEVUE WA,-13.16,
2023-04-27,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
2023-04-28,UBER EATS HELP.UBER.COM CA,-48.99,
2023-04-28,MIDJOURNEY INC. HTTPSWWW.MIDJ CA,-22.02,
2023-04-28,MIDJOURNEY INC. HTTPSWWW.MIDJ CA,-33.03,
2023-04-28,MIDJOURNEY INC. HTTPSWWW.MIDJ CA,-11.01,
2023-04-28,SHELL OIL 57444035406 SAMMAMISH WA,-83.63,
2023-04-28,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-04-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2023-04-28,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-61.95,
2023-04-29,GOOGLE *FI QDL9XG g.co/helppay# CA,-72.90,
2023-04-29,SQ *TULIP VALLEY FARMS Mount Vernon WA,-15.23,
2023-04-29,Etsy.com - TheMiaTime 718-8557955 NY,-38.51,
2023-04-29,WPY*Tulip Valley Farms 855-999-3729 WA,-55.37,
2023-04-29,NYTimes*NYTimes 800-698-4637 NY,-20.00,
2023-04-30,SAMMAMISH CAFE SAMMAMISH WA,-31.67,
2023-04-30,SUGAR + SPOON SEATTLE WA,-16.10,
2023-04-30,QFC #5824 ISSAQUAH WA,-35.32,
2023-04-30,KQED Public Media 415-5532150 CA,-5.00,
2023-04-30,GOOGLE *Domains g.co/helppay# CA,-13.04,
2023-04-30,THE JUNIOR LEAGUE OF S HTTPSWWW.JRLE WA,-30.00,
2023-04-30,Disney Plus 888-9057888 CA,-12.10,
2023-05-01,CHEVRON 0308073 SAMMAMISH WA,-59.24,
2023-05-01,GOOGLE*GSUITE LANGUAGE CC GOOGLE.COM CA,-6.52,
2023-05-01,PILATES STUDIO 11 WWW.PILATESTU WA,-274.15,
2023-05-02,Netflix 1 8445052993 CA,-22.01,
2023-05-02,THE GARAGE MASSAGE IS 425-9986542 WA,-10.00,
2023-05-02,CCI*CARE.COM 737-2023114 MA,-48.43,
2023-05-02,QFC #5824 ISSAQUAH WA,-45.02,
2023-05-02,WWW COSTCO COM 800-955-2292 WA,-137.57,
2023-05-02,MEL SCIENCE MELSCIENCE.CO DE,-37.92,
2023-05-03,WWW COSTCO COM 800-955-2292 WA,-82.54,
2023-05-03,WWW COSTCO COM 800-955-2292 WA,-24.79,
2023-05-04,APRIA 866-505-6365 CA,-192.45,
2023-05-05,QFC #5824 ISSAQUAH WA,-62.79,
2023-05-05,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-05-05,REI.COM 800-426-4840 800-426-4840 WA,-72.67,
2023-05-05,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-61.95,
2023-05-05,VIRGINIA MASON MEDICAL 206-2236601 WA,-29.80,
2023-05-05,VIRGINIA MASON MEDICAL 206-2236601 WA,-23.50,
2023-05-06,THE HOME DEPOT #4704 ISSAQUAH WA,-14.40,
2023-05-06,PETCO COM 00069880 858-4537845 CA,-89.36,
2023-05-06,RING MONTHLY HTTPSRING.COM CA,-8.79,
2023-05-07,WSDOT-GOODTOGO ONLINE RENTON WA,-4.70,
2023-05-07,SEATTLE SYMPHONY TICKE SEATTLE WA,-17.00,
2023-05-07,QFC #5824 ISSAQUAH WA,-125.75,
2023-05-08,PAYMENT THANK YOU,15095.30,
2023-05-08,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-05-09,QFC #5824 ISSAQUAH WA,-17.19,
2023-05-09,STATE FARM INSURANCE 800-956-6310 IL,-90.00,
2023-05-09,REI.COM 800-426-4840 800-426-4840 WA,-102.40,
2023-05-10,UBER EATS HELP.UBER.COM CA,-88.75,
2023-05-10,WSJ/BARRON'S 800-568-7625 NJ,-4.00,
2023-05-10,CHATGPT SUBSCRIPTION OPENAI.COM CA,-22.02,
2023-05-10,BLURB.COM 206-905-3266 WA,-180.81,
2023-05-11,CHEVRON 0204893 SAMMAMISH WA,-78.32,
2023-05-11,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
2023-05-11,TRADER JOE S #160 SAMMAMISH WA,-174.93,
2023-05-11,YU DING PLLC ISSAQUAH WA,-50.46,
2023-05-11,WWW COSTCO COM 800-955-2292 WA,-76.97,
2023-05-11,WWW COSTCO COM 800-955-2292 WA,-34.26,
2023-05-12,METROPOLITAN MARKET SAMMAMISH WA,-145.24,
2023-05-12,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-34.93,
2023-05-13,ARENA SPORTS ISSAQUAH IASSAQUAH WA,-4.50,
